Customer_ID,Arrival_Time,Transaction_Type,Priority,Teller_ID,Teller_Specialization,Teller_Efficiency,Service_Time,Wait_Time,Queue_Length_At_Arrival
C00722,2025-11-30 18:25:00,Deposit,Senior,T03,General,0.9,4,0,2
C00723,2025-11-30 18:28:00,Withdrawal,Regular,T05,General,0.92,4,24,3
C00724,2025-11-30 18:30:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C00725,2025-11-30 18:31:00,Deposit,Senior,T03,General,0.9,3,3,3
C00726,2025-11-30 18:32:00,Deposit,Regular,T01,General,0.95,4,46,3
C00727,2025-11-30 18:34:00,Loan Inquiry,Regular,T05,General,0.92,14,22,3
C00728,2025-11-30 18:40:00,Deposit,Regular,T05,General,0.92,4,30,2
C00729,2025-11-30 18:42:00,Utility Payment,Regular,T01,General,0.95,7,40,2
C00730,2025-11-30 18:43:00,Deposit,Regular,T01,General,0.95,3,46,2
C00731,2025-11-30 18:47:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C00732,2025-11-30 18:50:00,Deposit,Regular,T01,General,0.95,4,42,3
C00733,2025-11-30 18:52:00,Withdrawal,Regular,T05,General,0.92,3,22,2
C00734,2025-11-30 18:54:00,Deposit,Regular,T01,General,0.95,5,42,2
C00735,2025-11-30 18:56:00,Deposit,Regular,T03,General,0.9,4,0,2
C00736,2025-11-30 18:57:00,Deposit,Regular,T05,General,0.92,5,20,3
C00737,2025-11-30 18:58:00,Deposit,Regular,T05,General,0.92,5,24,3
C00738,2025-11-30 19:00:00,Deposit,Regular,T04,Loans,0.8,6,0,2
C00739,2025-11-30 19:03:00,Withdrawal,Regular,T03,General,0.9,3,0,3
C00740,2025-11-30 19:06:00,Deposit,Senior,T05,General,0.92,5,21,2
C00741,2025-11-30 19:09:00,Loan Inquiry,Regular,T03,General,0.9,18,0,2
C00742,2025-11-30 19:10:00,Deposit,Regular,T01,General,0.95,5,31,3
C00743,2025-11-30 19:11:00,Deposit,Regular,T05,General,0.92,7,21,3
C00744,2025-11-30 19:12:00,Utility Payment,VIP,T05,General,0.92,7,27,3
C00745,2025-11-30 19:13:00,Withdrawal,Regular,T05,General,0.92,3,33,3
C00746,2025-11-30 19:14:00,Withdrawal,Regular,T01,General,0.95,4,32,3
C00747,2025-11-30 19:17:00,Deposit,Regular,T01,General,0.95,5,33,3
C00748,2025-11-30 19:20:00,Loan Inquiry,Regular,T04,Loans,0.8,24,0,3
C00749,2025-11-30 19:23:00,Loan Inquiry,Regular,T01,General,0.95,20,32,4
C00750,2025-11-30 19:24:00,Deposit,Regular,T05,General,0.92,4,25,4
C00751,2025-11-30 19:30:00,Deposit,Regular,T01,General,0.95,5,45,3
C00752,2025-11-30 19:34:00,Withdrawal,Regular,T03,General,0.9,3,0,3
C00753,2025-11-30 19:37:00,Deposit,VIP,T05,General,0.92,4,16,3
C00754,2025-11-30 19:40:00,Deposit,VIP,T04,Loans,0.8,4,4,3
C00755,2025-11-30 19:44:00,Deposit,Regular,T05,General,0.92,4,13,3
C00756,2025-11-30 19:46:00,Deposit,Regular,T03,General,0.9,4,0,3
C00757,2025-11-30 19:50:00,Withdrawal,Regular,T01,General,0.95,2,30,2
C00758,2025-11-30 19:53:00,Loan Inquiry,Regular,T04,Loans,0.8,26,0,2
C00759,2025-11-30 19:54:00,Utility Payment,Regular,T01,General,0.95,5,28,3
C00760,2025-11-30 19:59:00,Withdrawal,Senior,T04,Loans,0.8,5,20,3
C00761,2025-11-30 20:00:00,Utility Payment,VIP,T03,General,0.9,7,0,3
C00762,2025-11-30 20:01:00,Deposit,Senior,T01,General,0.95,4,26,3
C00763,2025-11-30 20:04:00,Loan Inquiry,Regular,T04,Loans,0.8,29,20,3
C00764,2025-11-30 20:06:00,New Account,Regular,T03,General,0.9,36,1,3
C00765,2025-11-30 20:09:00,Utility Payment,Regular,T05,General,0.92,8,0,3
C00766,2025-11-30 20:13:00,New Account,Regular,T04,Loans,0.8,31,40,4
C00767,2025-11-30 20:15:00,Utility Payment,Regular,T05,General,0.92,8,2,4
C00768,2025-11-30 20:19:00,Loan Inquiry,Regular,T03,General,0.9,17,24,4
C00769,2025-11-30 20:24:00,Withdrawal,Regular,T03,General,0.9,4,36,4
C00770,2025-11-30 20:28:00,Deposit,Senior,T01,General,0.95,4,3,3
C00771,2025-11-30 20:30:00,Withdrawal,Regular,T05,General,0.92,3,0,3
C00772,2025-11-30 20:31:00,Utility Payment,Regular,T05,General,0.92,5,2,4
C00773,2025-11-30 20:35:00,Deposit,Regular,T05,General,0.92,4,3,3
C00774,2025-11-30 20:39:00,Withdrawal,Regular,T03,General,0.9,4,25,3
C00775,2025-11-30 20:41:00,Withdrawal,Regular,T05,General,0.92,3,1,3
C00776,2025-11-30 20:47:00,Deposit,Regular,T05,General,0.92,7,0,2
C00777,2025-11-30 20:48:00,Withdrawal,Regular,T03,General,0.9,3,20,3
C00778,2025-11-30 20:49:00,Withdrawal,Regular,T04,Loans,0.8,5,35,3
C00779,2025-11-30 20:55:00,Withdrawal,Regular,T04,Loans,0.8,5,34,2
C00780,2025-11-30 20:56:00,Loan Inquiry,Regular,T04,Loans,0.8,25,38,2
C00781,2025-11-30 20:56:00,Withdrawal,Regular,T03,General,0.9,3,15,2
C00782,2025-11-30 20:56:00,Withdrawal,Senior,T01,General,0.95,2,0,2
C00783,2025-11-30 20:59:00,Deposit,Regular,T01,General,0.95,4,0,2
C00784,2025-11-30 21:01:00,Deposit,Senior,T03,General,0.9,6,13,3
C00785,2025-11-30 21:02:00,Withdrawal,Regular,T03,General,0.9,4,18,3
C00786,2025-11-30 21:04:00,Utility Payment,Senior,T01,General,0.95,6,0,2
C00787,2025-11-30 21:10:00,Withdrawal,Regular,T03,General,0.9,4,14,2
C00788,2025-11-30 21:11:00,Withdrawal,Regular,T05,General,0.92,5,0,2
C00789,2025-11-30 21:14:00,Deposit,Regular,T05,General,0.92,4,2,3
C00790,2025-11-30 21:17:00,Utility Payment,Regular,T05,General,0.92,4,3,3
C00791,2025-11-30 21:18:00,Withdrawal,Regular,T04,Loans,0.8,4,41,3
C00792,2025-11-30 21:20:00,Deposit,Regular,T03,General,0.9,4,8,3
C00793,2025-11-30 21:21:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C00794,2025-11-30 21:24:00,New Account,Regular,T05,General,0.92,29,0,2
C00795,2025-11-30 21:25:00,Withdrawal,Regular,T03,General,0.9,2,7,3
C00796,2025-11-30 21:27:00,Withdrawal,Regular,T01,General,0.95,4,0,3
C00797,2025-11-30 21:31:00,Withdrawal,Regular,T03,General,0.9,4,3,3
C00798,2025-11-30 21:35:00,Deposit,VIP,T01,General,0.95,4,0,3
C00799,2025-11-30 21:38:00,Withdrawal,Regular,T03,General,0.9,3,0,3
C00800,2025-11-30 21:44:00,Deposit,Regular,T03,General,0.9,4,0,2
C00801,2025-11-30 21:45:00,Deposit,Regular,T03,General,0.9,6,3,3
C00802,2025-11-30 21:48:00,Withdrawal,Senior,T03,General,0.9,6,6,3
C00803,2025-11-30 21:50:00,Withdrawal,Regular,T05,General,0.92,4,3,3
C00804,2025-11-30 21:57:00,Withdrawal,Regular,T05,General,0.92,2,0,2
C00805,2025-11-30 21:58:00,Loan Inquiry,Regular,T04,Loans,0.8,25,5,3
C00806,2025-11-30 21:59:00,Withdrawal,Regular,T05,General,0.92,3,0,2
C00807,2025-11-30 22:02:00,Loan Inquiry,Regular,T01,General,0.95,22,0,1
C00808,2025-11-30 22:05:00,Deposit,Regular,T05,General,0.92,5,0,2
C00809,2025-11-30 22:07:00,Withdrawal,Regular,T01,General,0.95,4,17,3
C00810,2025-11-30 22:08:00,Withdrawal,Regular,T01,General,0.95,4,20,3
C00811,2025-11-30 22:12:00,Utility Payment,Regular,T01,General,0.95,6,20,2
C00812,2025-11-30 22:14:00,Deposit,Senior,T04,Loans,0.8,6,14,2
C00813,2025-11-30 22:15:00,Deposit,Regular,T03,General,0.9,6,0,2
C00814,2025-11-30 22:22:00,Deposit,Senior,T05,General,0.92,4,0,2
C00815,2025-11-30 22:22:00,Withdrawal,Regular,T01,General,0.95,2,16,3
C00816,2025-11-30 22:25:00,Withdrawal,Regular,T05,General,0.92,3,1,3
C00817,2025-11-30 22:27:00,New Account,Regular,T05,General,0.92,28,2,3
C00818,2025-11-30 22:31:00,Withdrawal,VIP,T05,General,0.92,5,26,3
C00819,2025-11-30 22:37:00,Deposit,Regular,T05,General,0.92,7,25,2
C00820,2025-11-30 22:38:00,Deposit,VIP,T03,General,0.9,6,0,2
C00821,2025-11-30 22:40:00,Deposit,Regular,T03,General,0.9,4,4,2
C00822,2025-11-30 22:43:00,Deposit,Regular,T01,General,0.95,5,0,2
C00823,2025-11-30 22:44:00,Utility Payment,Regular,T01,General,0.95,6,4,3
C00824,2025-11-30 22:44:00,Utility Payment,Regular,T03,General,0.9,7,4,3
C00825,2025-11-30 22:45:00,Deposit,Regular,T01,General,0.95,5,9,3
C00826,2025-11-30 22:48:00,Utility Payment,Regular,T03,General,0.9,8,7,3
C00827,2025-11-30 22:49:00,Withdrawal,Regular,T05,General,0.92,4,20,3
C00828,2025-11-30 22:51:00,Utility Payment,Regular,T01,General,0.95,5,8,3
C00829,2025-11-30 22:52:00,Withdrawal,Regular,T03,General,0.9,2,11,3
C00830,2025-11-30 22:56:00,Deposit,Regular,T05,General,0.92,5,17,3
C00831,2025-11-30 22:59:00,Deposit,Regular,T03,General,0.9,4,6,3
C00832,2025-11-30 22:59:00,Withdrawal,Regular,T03,General,0.9,4,10,3
C00833,2025-11-30 23:01:00,Deposit,Regular,T05,General,0.92,4,17,3
C00834,2025-11-30 23:02:00,Withdrawal,Regular,T05,General,0.92,3,20,3
C00835,2025-11-30 23:06:00,Withdrawal,Regular,T03,General,0.9,3,7,2
C00836,2025-11-30 23:11:00,Deposit,Regular,T03,General,0.9,6,5,2
C00837,2025-11-30 23:12:00,Withdrawal,Regular,T05,General,0.92,3,13,2
C00838,2025-11-30 23:16:00,Deposit,Senior,T05,General,0.92,5,12,2
C00839,2025-11-30 23:20:00,Withdrawal,Regular,T03,General,0.9,4,2,2
C00840,2025-11-30 23:20:00,Withdrawal,Regular,T03,General,0.9,4,6,2
C00841,2025-11-30 23:25:00,Withdrawal,Regular,T05,General,0.92,2,8,2
C00842,2025-11-30 23:27:00,Withdrawal,Regular,T03,General,0.9,3,3,2
C00843,2025-11-30 23:32:00,Withdrawal,Regular,T03,General,0.9,2,1,2
C00844,2025-11-30 23:35:00,Deposit,Regular,T03,General,0.9,3,0,0
C00845,2025-11-30 23:42:00,Withdrawal,Senior,T03,General,0.9,3,0,0
C00846,2025-11-30 23:45:00,Deposit,Regular,T01,General,0.95,4,0,0
C00847,2025-11-30 23:47:00,Deposit,Regular,T01,General,0.95,6,2,1
C00848,2025-11-30 23:49:00,Deposit,VIP,T05,General,0.92,5,0,1
C00849,2025-11-30 23:52:00,Deposit,Regular,T01,General,0.95,4,3,2
C00850,2025-11-30 23:53:00,Utility Payment,Senior,T03,General,0.9,6,0,2
C00851,2025-11-30 23:56:00,New Account,Regular,T01,General,0.95,33,3,2
C00852,2025-12-01 00:00:00,Loan Inquiry,Regular,T03,General,0.9,23,0,1
C00853,2025-12-01 00:01:00,Withdrawal,Regular,T01,General,0.95,3,31,2
C00854,2025-12-01 00:04:00,Deposit,Regular,T01,General,0.95,4,31,2
C00855,2025-12-01 00:05:00,Loan Inquiry,Regular,T05,General,0.92,22,0,2
C00856,2025-12-01 00:08:00,Deposit,Regular,T03,General,0.9,3,15,3
C00857,2025-12-01 00:10:00,Loan Inquiry,Regular,T04,Loans,0.8,22,0,3
C00858,2025-12-01 00:16:00,Utility Payment,VIP,T01,General,0.95,5,23,4
C00859,2025-12-01 00:17:00,Utility Payment,Regular,T01,General,0.95,7,27,4
C00860,2025-12-01 00:20:00,Utility Payment,Regular,T03,General,0.9,8,6,4
C00861,2025-12-01 00:20:00,Deposit,Regular,T01,General,0.95,6,31,4
C00862,2025-12-01 00:25:00,Withdrawal,Regular,T03,General,0.9,2,9,4
C00863,2025-12-01 00:26:00,Withdrawal,Regular,T02,Accounts,0.85,4,0,4
C00864,2025-12-01 00:28:00,Withdrawal,Regular,T03,General,0.9,4,8,4
C00865,2025-12-01 00:30:00,Withdrawal,Regular,T01,General,0.95,3,27,3
C00866,2025-12-01 00:34:00,New Account,Regular,T02,Accounts,0.85,26,0,2
C00867,2025-12-01 00:37:00,Deposit,Regular,T03,General,0.9,6,3,3
C00868,2025-12-01 00:39:00,Utility Payment,Regular,T01,General,0.95,5,21,3
C00869,2025-12-01 00:42:00,Deposit,Regular,T01,General,0.95,5,23,3
C00870,2025-12-01 00:44:00,Loan Inquiry,Regular,T04,Loans,0.8,21,0,3
C00871,2025-12-01 00:48:00,Withdrawal,Regular,T05,General,0.92,2,0,3
C00872,2025-12-01 00:52:00,Withdrawal,Regular,T01,General,0.95,2,18,3
C00873,2025-12-01 00:54:00,Deposit,Regular,T05,General,0.92,3,0,3
C00874,2025-12-01 00:55:00,Deposit,Regular,T03,General,0.9,6,0,4
C00875,2025-12-01 00:56:00,Deposit,Regular,T01,General,0.95,6,16,5
C00876,2025-12-01 01:04:00,Utility Payment,Regular,T01,General,0.95,6,14,2
C00877,2025-12-01 01:06:00,Deposit,Regular,T05,General,0.92,5,0,1
C00878,2025-12-01 01:06:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C00879,2025-12-01 01:08:00,New Account,Regular,T05,General,0.92,23,3,3
C00880,2025-12-01 01:13:00,Withdrawal,VIP,T03,General,0.9,3,0,2
C00881,2025-12-01 01:16:00,New Account,Regular,T05,General,0.92,35,18,2
C00882,2025-12-01 01:17:00,Withdrawal,Regular,T03,General,0.9,2,0,2
C00883,2025-12-01 01:19:00,Utility Payment,Regular,T02,Accounts,0.85,7,0,2
C00884,2025-12-01 01:21:00,Withdrawal,Regular,T01,General,0.95,4,3,3
C00885,2025-12-01 01:22:00,Loan Inquiry,Regular,T04,Loans,0.8,22,0,3
C00886,2025-12-01 01:25:00,New Account,Senior,T05,General,0.92,30,44,4
C00887,2025-12-01 01:33:00,Deposit,Regular,T01,General,0.95,5,0,2
C00888,2025-12-01 01:37:00,Withdrawal,Regular,T01,General,0.95,2,1,3
C00889,2025-12-01 01:39:00,Withdrawal,Regular,T03,General,0.9,3,0,3
C00890,2025-12-01 01:39:00,Deposit,Regular,T04,Loans,0.8,6,5,4
C00891,2025-12-01 01:40:00,Loan Inquiry,Regular,T01,General,0.95,25,0,3
C00892,2025-12-01 01:46:00,New Account,Regular,T05,General,0.92,29,53,3
C00893,2025-12-01 01:48:00,Withdrawal,Regular,T05,General,0.92,4,80,3
C00894,2025-12-01 01:50:00,Deposit,Regular,T05,General,0.92,7,82,2
C00895,2025-12-01 01:55:00,New Account,Regular,T01,General,0.95,22,10,2
C00896,2025-12-01 01:59:00,Loan Inquiry,Regular,T03,General,0.9,23,0,2
C00897,2025-12-01 01:59:00,Deposit,Regular,T01,General,0.95,4,28,3
C00898,2025-12-01 02:03:00,Deposit,Regular,T05,General,0.92,5,76,3
C00899,2025-12-01 02:04:00,Deposit,Regular,T03,General,0.9,4,18,3
C00900,2025-12-01 02:07:00,Deposit,Regular,T01,General,0.95,3,24,3
C00901,2025-12-01 02:10:00,Deposit,Regular,T02,Accounts,0.85,6,0,3
C00902,2025-12-01 02:14:00,Withdrawal,Regular,T01,General,0.95,4,20,4
C00903,2025-12-01 02:17:00,Utility Payment,Regular,T05,General,0.92,7,67,3
C00904,2025-12-01 02:19:00,Deposit,Regular,T03,General,0.9,6,7,3
C00905,2025-12-01 02:20:00,Deposit,Senior,T05,General,0.92,5,71,3
C00906,2025-12-01 02:21:00,Deposit,Regular,T05,General,0.92,5,75,3
C00907,2025-12-01 02:23:00,Deposit,Regular,T05,General,0.92,5,78,3
C00908,2025-12-01 02:27:00,Utility Payment,Regular,T02,Accounts,0.85,7,0,3
C00909,2025-12-01 02:29:00,Withdrawal,Regular,T05,General,0.92,3,77,4
C00910,2025-12-01 02:31:00,Loan Inquiry,Regular,T05,General,0.92,17,78,4
C00911,2025-12-01 02:35:00,Loan Inquiry,Regular,T04,Loans,0.8,18,0,2
C00912,2025-12-01 02:37:00,Deposit,Regular,T03,General,0.9,7,0,3
C00913,2025-12-01 02:39:00,New Account,VIP,T03,General,0.9,29,5,3
C00914,2025-12-01 02:45:00,Deposit,Regular,T05,General,0.92,5,81,3
C00915,2025-12-01 02:47:00,Deposit,Regular,T04,Loans,0.8,5,6,3
C00916,2025-12-01 02:49:00,New Account,Regular,T03,General,0.9,30,24,3
C00917,2025-12-01 02:50:00,Utility Payment,Regular,T05,General,0.92,7,81,3
C00918,2025-12-01 02:55:00,Withdrawal,Regular,T05,General,0.92,5,83,3
C00919,2025-12-01 03:00:00,Utility Payment,Regular,T01,General,0.95,7,0,2
C00920,2025-12-01 03:03:00,Deposit,Regular,T05,General,0.92,5,80,3
C00921,2025-12-01 03:08:00,Withdrawal,Regular,T05,General,0.92,3,80,2
C00922,2025-12-01 03:09:00,Deposit,Regular,T01,General,0.95,4,0,2
C00923,2025-12-01 03:11:00,Withdrawal,VIP,T01,General,0.95,3,2,3
C00924,2025-12-01 03:12:00,Withdrawal,Regular,T05,General,0.92,3,79,3
C00925,2025-12-01 03:13:00,Utility Payment,Regular,T01,General,0.95,6,3,3
C00926,2025-12-01 03:14:00,Withdrawal,Regular,T03,General,0.9,3,29,3
C00927,2025-12-01 03:17:00,Deposit,Regular,T05,General,0.92,4,77,3
C00928,2025-12-01 03:19:00,Withdrawal,Senior,T01,General,0.95,3,3,3
C00929,2025-12-01 03:24:00,Withdrawal,Regular,T01,General,0.95,4,1,3
C00930,2025-12-01 03:29:00,Withdrawal,VIP,T01,General,0.95,5,0,2
C00931,2025-12-01 03:32:00,New Account,Regular,T02,Accounts,0.85,26,0,3
C00932,2025-12-01 03:34:00,Deposit,Senior,T05,General,0.92,4,64,3
C00933,2025-12-01 03:35:00,Withdrawal,Regular,T01,General,0.95,2,0,3
C00934,2025-12-01 03:37:00,New Account,Regular,T02,Accounts,0.85,24,21,3
C00935,2025-12-01 03:41:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C00936,2025-12-01 03:42:00,Deposit,Regular,T03,General,0.9,6,4,4
C00937,2025-12-01 03:46:00,Deposit,Regular,T04,Loans,0.8,5,0,3
C00938,2025-12-01 03:50:00,Deposit,Regular,T05,General,0.92,5,52,4
C00939,2025-12-01 03:51:00,Withdrawal,Regular,T03,General,0.9,3,1,3
C00940,2025-12-01 03:54:00,Withdrawal,Regular,T03,General,0.9,3,1,3
C00941,2025-12-01 03:55:00,Withdrawal,Regular,T01,General,0.95,2,0,3
C00942,2025-12-01 03:57:00,Deposit,Senior,T01,General,0.95,5,0,3
C00943,2025-12-01 03:59:00,Loan Inquiry,Regular,T04,Loans,0.8,19,0,3
C00944,2025-12-01 04:02:00,Loan Inquiry,Regular,T04,Loans,0.8,22,16,3
C00945,2025-12-01 04:03:00,Deposit,Regular,T05,General,0.92,5,44,3
C00946,2025-12-01 04:05:00,Withdrawal,Senior,T03,General,0.9,4,0,3
C00947,2025-12-01 04:07:00,Loan Inquiry,Regular,T01,General,0.95,21,0,4
C00948,2025-12-01 04:10:00,Deposit,Regular,T02,Accounts,0.85,6,12,4
C00949,2025-12-01 04:14:00,Utility Payment,Regular,T03,General,0.9,4,0,4
C00950,2025-12-01 04:16:00,Deposit,Regular,T05,General,0.92,5,36,5
C00951,2025-12-01 04:18:00,Withdrawal,Regular,T05,General,0.92,3,39,4
C00952,2025-12-01 04:19:00,New Account,Regular,T02,Accounts,0.85,31,9,4
C00953,2025-12-01 04:20:00,Withdrawal,Regular,T03,General,0.9,3,0,4
C00954,2025-12-01 04:20:00,Loan Inquiry,Regular,T01,General,0.95,23,8,5
C00955,2025-12-01 04:22:00,Deposit,Regular,T05,General,0.92,4,38,5
C00956,2025-12-01 04:25:00,Withdrawal,Regular,T02,Accounts,0.85,4,34,4
C00957,2025-12-01 04:30:00,Deposit,Regular,T05,General,0.92,3,34,4
C00958,2025-12-01 04:31:00,New Account,Regular,T02,Accounts,0.85,35,32,4
C00959,2025-12-01 04:33:00,Withdrawal,Regular,T03,General,0.9,2,0,4
C00960,2025-12-01 04:36:00,New Account,Regular,T02,Accounts,0.85,29,62,4
C00961,2025-12-01 04:41:00,Withdrawal,Regular,T01,General,0.95,5,10,3
C00962,2025-12-01 04:42:00,Withdrawal,VIP,T01,General,0.95,4,14,3
C00963,2025-12-01 04:43:00,Deposit,Regular,T01,General,0.95,4,17,3
C00964,2025-12-01 04:44:00,Deposit,Regular,T03,General,0.9,4,0,3
C00965,2025-12-01 04:48:00,Deposit,Regular,T05,General,0.92,5,19,3
C00966,2025-12-01 04:50:00,New Account,Regular,T03,General,0.9,27,0,3
C00967,2025-12-01 04:51:00,Withdrawal,Senior,T03,General,0.9,4,26,4
C00968,2025-12-01 04:54:00,Utility Payment,Regular,T01,General,0.95,6,10,4
C00969,2025-12-01 04:59:00,Deposit,VIP,T03,General,0.9,4,22,4
C00970,2025-12-01 05:01:00,New Account,Regular,T03,General,0.9,33,24,4
C00971,2025-12-01 05:02:00,Deposit,Regular,T05,General,0.92,5,10,4
C00972,2025-12-01 05:04:00,Deposit,Regular,T03,General,0.9,6,54,4
C00973,2025-12-01 05:09:00,Deposit,Senior,T03,General,0.9,7,55,4
C00974,2025-12-01 05:16:00,New Account,Senior,T05,General,0.92,27,1,3
C00975,2025-12-01 05:20:00,Deposit,Regular,T03,General,0.9,7,51,3
C00976,2025-12-01 05:25:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C00977,2025-12-01 05:26:00,Deposit,Regular,T05,General,0.92,4,18,4
C00978,2025-12-01 05:29:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C00979,2025-12-01 05:31:00,Withdrawal,Regular,T04,Loans,0.8,5,0,4
C00980,2025-12-01 05:32:00,Withdrawal,Regular,T05,General,0.92,5,16,4
C00981,2025-12-01 05:35:00,Loan Inquiry,Senior,T04,Loans,0.8,25,1,4
C00982,2025-12-01 05:38:00,Withdrawal,Regular,T05,General,0.92,5,15,4
C00983,2025-12-01 05:39:00,Withdrawal,Regular,T03,General,0.9,4,39,4
C00984,2025-12-01 05:41:00,Withdrawal,Regular,T01,General,0.95,5,0,4
C00985,2025-12-01 05:43:00,Withdrawal,Regular,T01,General,0.95,4,3,5
C00986,2025-12-01 05:47:00,Deposit,Regular,T01,General,0.95,4,3,5
C00987,2025-12-01 05:50:00,New Account,Regular,T01,General,0.95,28,4,5
C00988,2025-12-01 05:52:00,Deposit,Regular,T05,General,0.92,4,6,5
C00989,2025-12-01 05:55:00,Deposit,Regular,T03,General,0.9,6,27,5
C00990,2025-12-01 05:58:00,New Account,Regular,T05,General,0.92,23,4,5
C00991,2025-12-01 06:00:00,Withdrawal,Senior,T01,General,0.95,4,22,5
C00992,2025-12-01 06:03:00,Loan Inquiry,Regular,T03,General,0.9,20,25,4
C00993,2025-12-01 06:04:00,Deposit,Regular,T03,General,0.9,4,44,4
C00994,2025-12-01 06:06:00,Deposit,Regular,T05,General,0.92,4,19,4
C00995,2025-12-01 06:09:00,Utility Payment,Regular,T04,Loans,0.8,6,0,3
C00996,2025-12-01 06:14:00,Utility Payment,Regular,T03,General,0.9,8,38,4
C00997,2025-12-01 06:18:00,New Account,VIP,T02,Accounts,0.85,34,0,3
C00998,2025-12-01 06:21:00,Loan Inquiry,Regular,T05,General,0.92,23,8,4
C00999,2025-12-01 06:25:00,Withdrawal,Regular,T03,General,0.9,6,35,4
C01000,2025-12-01 06:27:00,Deposit,Regular,T05,General,0.92,5,25,3
C01001,2025-12-01 06:30:00,Withdrawal,VIP,T04,Loans,0.8,5,0,3
C01002,2025-12-01 06:35:00,Deposit,Regular,T01,General,0.95,3,0,3
C01003,2025-12-01 06:37:00,Deposit,Regular,T03,General,0.9,3,29,4
C01004,2025-12-01 06:39:00,Deposit,Regular,T03,General,0.9,6,30,3
C01005,2025-12-01 06:41:00,Deposit,Senior,T03,General,0.9,7,34,3
C01006,2025-12-01 06:45:00,Withdrawal,Regular,T03,General,0.9,6,37,3
C01007,2025-12-01 06:47:00,Deposit,Regular,T03,General,0.9,4,41,3
C01008,2025-12-01 06:48:00,Deposit,Regular,T05,General,0.92,5,9,3
C01009,2025-12-01 06:52:00,Deposit,Regular,T01,General,0.95,5,0,2
C01010,2025-12-01 06:56:00,Withdrawal,Regular,T02,Accounts,0.85,4,0,3
C01011,2025-12-01 07:02:00,Utility Payment,Regular,T03,General,0.9,7,30,1
C01012,2025-12-01 07:07:00,Deposit,Regular,T03,General,0.9,6,32,1
C01013,2025-12-01 07:07:00,Deposit,Regular,T05,General,0.92,4,0,1
C01014,2025-12-01 07:11:00,Deposit,Regular,T03,General,0.9,7,34,1
C01015,2025-12-01 07:13:00,Withdrawal,Regular,T03,General,0.9,4,39,1
C01016,2025-12-01 07:17:00,Utility Payment,Regular,T05,General,0.92,7,0,1
C01017,2025-12-01 07:19:00,Utility Payment,Regular,T03,General,0.9,8,37,2
C01018,2025-12-01 07:21:00,Deposit,Regular,T05,General,0.92,4,3,2
C01019,2025-12-01 07:22:00,Withdrawal,Regular,T01,General,0.95,3,0,2
C01020,2025-12-01 07:24:00,Loan Inquiry,VIP,T04,Loans,0.8,28,0,3
C01021,2025-12-01 07:28:00,Loan Inquiry,VIP,T01,General,0.95,11,0,2
C01022,2025-12-01 07:31:00,Deposit,Regular,T03,General,0.9,4,33,3
C01023,2025-12-01 07:33:00,Withdrawal,Regular,T03,General,0.9,4,35,3
C01024,2025-12-01 07:36:00,Deposit,Senior,T03,General,0.9,4,36,3
C01025,2025-12-01 07:37:00,Withdrawal,Regular,T01,General,0.95,3,2,3
C01026,2025-12-01 07:38:00,Deposit,VIP,T03,General,0.9,6,38,3
C01027,2025-12-01 07:43:00,Utility Payment,Regular,T05,General,0.92,4,0,2
C01028,2025-12-01 07:47:00,Utility Payment,Regular,T01,General,0.95,5,0,2
C01029,2025-12-01 07:52:00,Loan Inquiry,Regular,T05,General,0.92,22,0,1
C01030,2025-12-01 07:56:00,Withdrawal,Senior,T03,General,0.9,3,26,2
C01031,2025-12-01 08:03:00,Deposit,Regular,T01,General,0.95,4,0,2
C01032,2025-12-01 08:07:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C01033,2025-12-01 08:10:00,Deposit,Regular,T05,General,0.92,4,4,3
C01034,2025-12-01 08:10:00,Deposit,Regular,T03,General,0.9,6,15,3
C01035,2025-12-01 08:14:00,Deposit,Regular,T05,General,0.92,5,4,2
C01036,2025-12-01 08:19:00,Withdrawal,Regular,T03,General,0.9,2,12,2
C01037,2025-12-01 08:20:00,Deposit,Regular,T05,General,0.92,5,3,2
C01038,2025-12-01 08:22:00,Withdrawal,Regular,T03,General,0.9,4,11,2
C01039,2025-12-01 08:25:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C01040,2025-12-01 08:30:00,Withdrawal,Regular,T02,Accounts,0.85,6,0,1
C01041,2025-12-01 08:31:00,Deposit,Regular,T03,General,0.9,6,6,2
C01042,2025-12-01 08:37:00,Deposit,Regular,T05,General,0.92,5,0,1
C01043,2025-12-01 08:42:00,Deposit,Regular,T01,General,0.95,5,0,1
C01044,2025-12-01 08:43:00,Deposit,Regular,T03,General,0.9,6,0,1
C01045,2025-12-01 08:43:00,Withdrawal,Regular,T03,General,0.9,4,6,2
C01046,2025-12-01 08:46:00,Withdrawal,Regular,T05,General,0.92,4,0,2
C01047,2025-12-01 08:49:00,Deposit,Regular,T03,General,0.9,6,4,2
C01048,2025-12-01 08:53:00,Loan Inquiry,Regular,T01,General,0.95,25,0,1
